run_id,method,instance,seed,budget_policy,auto_params_used,auto_population_size,auto_generations,auto_beam_width,auto_max_depth,auto_decode_budget,population_size,generations,beam_width,max_depth,adaptive_spacing_mode,adaptive_spacing_alpha,adaptive_spacing_bf,parameter_source,beta_h,beta_v,total_candidates,final_generation_candidates,final_generation_rank0_count,final_generation_selected_count,final_best_pick_faces,final_best_storage_total,final_best_interior_storage,final_best_retrieval_penalty,total_runtime_seconds,status,error_message
proposed_nsga2_bs_demo_layout_door_left_AW_2_seed_101,proposed_nsga2_bs,demo_layout_door_left_AW_2,101,auto_from_instance,True,10,15,3,28,150,10,15,3,28,feasible_start_adaptive_spacing,0.5,,auto_from_instance,0.75,0.35,102,6,3,6,216,266,36,34,818.5705316999993,completed,
